cve,description,cvss_score,cwe,cwe_description,epss_score,affected
CVE-2023-21745,Microsoft Exchange Server Spoofing Vulnerability,8,CWE-502,CWE-502: Deserialization of Untrusted Data,0.001700000,Microsoft | Microsoft Exchange Server 2016 Cumulative Update 23 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 12 | 15.02.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 11 | 15.02.0
CVE-2023-21788,3D Builder Remote Code Execution Vulnerability,7.8,Non disponible,Remote Code Execution,0.003770000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21779,Visual Studio Code Remote Code Execution Vulnerability,7.8,CWE-502,CWE-502: Deserialization of Untrusted Data,0.002700000,Microsoft | Visual Studio Code | 1.0.0
CVE-2023-21764,Microsoft Exchange Server Elevation of Privilege Vulnerability,7.8,CWE-426,CWE-426: Untrusted Search Path,0.002940000,Microsoft | Microsoft Exchange Server 2019 Cumulative Update 11 | 15.02.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 12 | 15.02.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 23 | 15.01.0
CVE-2023-21780,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.010430000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21781,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21786,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21782,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21762,Microsoft Exchange Server Spoofing Vulnerability,8,CWE-502,CWE-502: Deserialization of Untrusted Data,0.001700000,Microsoft | Microsoft Exchange Server 2016 Cumulative Update 23 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 12 | 15.02.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 11 | 15.02.0 || Microsoft | Microsoft Exchange Server 2013 Cumulative Update 23 | 15.00.0
CVE-2023-21784,3D Builder Remote Code Execution Vulnerability,7.8,CWE-416,CWE-416: Use After Free,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21790,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21789,3D Builder Remote Code Execution Vulnerability,7.8,CWE-369,CWE-369: Divide By Zero,0.005540000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21787,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.005550000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21792,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21791,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21783,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.008470000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21785,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.005550000,Microsoft | 3D Builder | 20.0.0
CVE-2023-21761,Microsoft Exchange Server Information Disclosure Vulnerability,7.5,CWE-918,CWE-918: Server-Side Request Forgery (SSRF),0.036540000,Microsoft | Microsoft Exchange Server 2016 Cumulative Update 23 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 11 | 15.02.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 12 | 15.02.0
CVE-2023-21763,Microsoft Exchange Server Elevation of Privilege Vulnerability,7.8,CWE-426,CWE-426: Untrusted Search Path,0.003600000,Microsoft | Microsoft Exchange Server 2019 Cumulative Update 11 | 15.02.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 12 | 15.02.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 23 | 15.01.0
CVE-2023-21793,3D Builder Remote Code Execution Vulnerability,7.8,CWE-122,CWE-122: Heap-based Buffer Overflow,0.011310000,Microsoft | 3D Builder | 20.0.0
CVE-2023-20037,"A vulnerability in Cisco Industrial Network Director could allow an authenticated, remote attacker to conduct stored cross-site scripting (XSS) attacks.
 The vulnerability is due to improper validation of content submitted to the affected application. An attacker could exploit this vulnerability by sending requests containing malicious values to the affected system. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information.",5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),0.000730000,"Cisco | Cisco Industrial Network Director | 1.5.0, 1.5.1, 1.4.0, 1.0.0, 1.6.0, 1.6.1"
CVE-2023-20018,"A vulnerability in the web-based management interface of Cisco IP Phone 7800 and 8800 Series Phones could allow an unauthenticated, remote attacker to bypass authentication on an affected device.
 This vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by sending a crafted request to the web-based management interface. A successful exploit could allow the attacker to access certain parts of the web interface that would normally require authentication.",8.6,CWE-288,Authentication Bypass Using an Alternate Path or Channel,0.000810000,"Cisco | Cisco Session Initiation Protocol (SIP) Software | 9.3(4) 3rd Party, 9.3(4)SR3 3rd Party, 9.3(4)SR1 3rd Party, 9.3(4)SR2 3rd Party, 11.0(3)SR3, 11.0(2)SR1, 11.5(1), 11.0(5)SR2, 11.0(2), 11.7(1), 11.0(4)SR3, 11.0(0.7) MPP, 11.0(4)SR2, 11.0(3)SR5, 11.0(3)SR6, 11.0(3), 11.0(4)SR1, 11.0(1) MPP, 11.0(4), 11.0(3)SR4, 11.0(5), 11.0(3)SR1, 11.0(5)SR1, 11.0(3)SR2, 11.0(2)SR2, 11.0(1), 11.5(1)SR1, 11-0-1MSR1-1, 10.4(1) 3rd Party, 10.3(1.11) 3rd Party, 10.2(2), 10.2(1)SR1, 10.1(1.9), 10.1(1)SR2, 10.2(1), 10.1(1)SR1, 10.4(1)SR2 3rd Party, 10.3(1), 10.3(1)SR4b, 10.3(1)SR5, 10.3(1.9) 3rd Party, 10.3(2), 10.3(1)SR4, 10.3(1)SR2, 10.3(1)SR3, 10.3(1)SR1, 12.6(1), 12.1(1), 12.5(1)SR1, 12.5(1)SR2, 12.5(1), 12.5(1)SR3, 12.6(1)SR1, 12.7(1), 12.1(1)SR1, 12.0(1), 12.0(1)SR2, 12.0(1)SR1, 12.0(1)SR3, 12.8(1), 12.8(1)SR1, 12.8(1)SR2, 11.0(5)SR3, 11.0(6), 11.0(6)SR1, 11.0(6)SR2, 10.3(1)SR6, 10.3(1)SR7, 12.7(1)SR1, 14.0(1)SR1, 14.0(1), 14.0(1)SR2, 14.0(1)SR3, 14.1(1), 14.1(1)SR1"
CVE-2023-20038,"A vulnerability in the monitoring application of Cisco Industrial Network Director could allow an authenticated, local attacker to access a static secret key used to store both local data and credentials for accessing remote systems.
 This vulnerability is due to a static key value stored in the application used to encrypt application data and remote credentials. An attacker could exploit this vulnerability by gaining local access to the server Cisco Industrial Network Director is installed on. A successful exploit could allow the attacker to decrypt data allowing the attacker to access remote systems monitored by Cisco Industrial Network Director.",8.8,CWE-321,Use of Hard-coded Cryptographic Key,0.000450000,"Cisco | Cisco Industrial Network Director | 1.5.0, 1.5.1, 1.4.0, 1.0.0, 1.0.1"
